crop,year,season,state,area,production,fertilizer,pesticide,yield,n,p,k,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Groundnut,2002,Kharif,chhattisgarh,34349.0,38127,3251819.83,8587.25,1.196875,70,35,20,6.5,26.85,804.92,52.95
Horse-gram,2002,Kharif,chhattisgarh,54490.0,13149,5158568.3,13622.5,0.259375,70,35,20,6.5,26.85,804.92,52.95
Horse-gram,2002,Rabi,chhattisgarh,2969.0,748,281075.23,742.25,0.258333333,70,35,20,6.5,26.85,804.92,52.95
Jowar,2002,Kharif,chhattisgarh,7798.0,5770,738236.66,1949.5,0.936666667,70,35,20,6.5,26.85,804.92,52.95
Khesari,2002,Rabi,chhattisgarh,330126.0,170345,31253028.42,82531.5,0.526666667,70,35,20,6.5,26.85,804.92,52.95
Linseed,2002,Rabi,chhattisgarh,67624.0,19746,6401964.08,16906.0,0.2775,70,35,20,6.5,26.85,804.92,52.95
Maize,2002,Kharif,chhattisgarh,93955.0,122611,8894719.85,23488.75,1.279375,70,35,20,6.5,26.85,804.92,52.95
Masoor,2002,Rabi,chhattisgarh,14999.0,4634,1419955.33,3749.75,0.289333333,70,35,20,6.5,26.85,804.92,52.95
Mesta,2002,Kharif,chhattisgarh,1052.0,1918,99592.84,263.0,1.867142857,70,35,20,6.5,26.85,804.92,52.95
Moong(Green Gram),2002,Kharif,chhattisgarh,9625.0,2253,911198.75,2406.25,0.21125,70,35,20,6.5,26.85,804.92,52.95
Moong(Green Gram),2002,Rabi,chhattisgarh,6822.0,1698,645838.74,1705.5,0.24933333300000002,70,35,20,6.5,26.85,804.92,52.95
Niger seed,2002,Kharif,chhattisgarh,71979.0,11512,6814251.93,17994.75,0.159230769,70,35,20,6.5,26.85,804.92,52.95
Onion,2002,Whole Year,chhattisgarh,4145.0,34830,392407.15,1036.25,8.068,70,35,20,6.5,26.85,804.92,52.95
Other  Rabi pulses,2002,Rabi,chhattisgarh,1156.0,391,109438.52,289.0,0.314285714,70,35,20,6.5,26.85,804.92,52.95
Other Kharif pulses,2002,Kharif,chhattisgarh,5565.0,1814,526838.55,1391.25,0.32125,70,35,20,6.5,26.85,804.92,52.95
Peas & beans (Pulses),2002,Rabi,chhattisgarh,12181.0,4180,1153175.27,3045.25,0.30875,70,35,20,6.5,26.85,804.92,52.95
Potato,2002,Whole Year,chhattisgarh,9564.0,61104,905423.88,2391.0,6.6325,70,35,20,6.5,26.85,804.92,52.95
Ragi,2002,Kharif,chhattisgarh,10523.0,2184,996212.41,2630.75,0.21090909100000002,70,35,20,6.5,26.85,804.92,52.95
Rapeseed &Mustard,2002,Rabi,chhattisgarh,47494.0,15626,4496256.98,11873.5,0.289375,70,35,20,6.5,26.85,804.92,52.95
Rice,2002,Kharif,chhattisgarh,3777661.0,2634853,357631166.9,944415.25,0.710625,70,35,20,6.5,26.85,804.92,52.95
Safflower,2002,Rabi,chhattisgarh,515.0,119,48755.05,128.75,0.253636364,70,35,20,6.5,26.85,804.92,52.95
Sannhamp,2002,Whole Year,chhattisgarh,1672.0,492,158288.24,418.0,0.2975,70,35,20,6.5,26.85,804.92,52.95
Sesamum,2002,Kharif,chhattisgarh,24774.0,6442,2345354.58,6193.5,0.25375,70,35,20,6.5,26.85,804.92,52.95
Small millets,2002,Kharif,chhattisgarh,260007.0,40661,24614862.69,65001.75,0.155625,70,35,20,6.5,26.85,804.92,52.95
Soyabean,2002,Kharif,chhattisgarh,15155.0,8335,1434723.85,3788.75,0.598,70,35,20,6.5,26.85,804.92,52.95
Sugarcane,2002,Whole Year,chhattisgarh,3957.0,9967,374609.19,989.25,2.7513333330000003,70,35,20,6.5,26.85,804.92,52.95
Sunflower,2002,Kharif,chhattisgarh,2591.0,996,245289.97,647.75,0.389230769,70,35,20,6.5,26.85,804.92,52.95
Sweet potato,2002,Whole Year,chhattisgarh,2585.0,14824,244721.95,646.25,5.37,70,35,20,6.5,26.85,804.92,52.95
Tobacco,2002,Whole Year,chhattisgarh,39.0,18,3692.13,9.75,0.52,70,35,20,6.5,26.85,804.92,52.95
Turmeric,2002,Whole Year,chhattisgarh,680.0,586,64375.6,170.0,1.030714286,70,35,20,6.5,26.85,804.92,52.95
Urad,2002,Kharif,chhattisgarh,116301.0,30317,11010215.67,29075.25,0.259375,70,35,20,6.5,26.85,804.92,52.95
Urad,2002,Rabi,chhattisgarh,6210.0,1403,587900.7,1552.5,0.230833333,70,35,20,6.5,26.85,804.92,52.95
Wheat,2002,Rabi,chhattisgarh,93846.0,98592,8884400.82,23461.5,1.185,70,35,20,6.5,26.85,804.92,52.95
Arhar/Tur,2002,Kharif,gujarat,313000.0,197100,29631710.0,78250.0,0.627777778,75,38,28,7.8,28.63,366.66,37.53
Bajra,2002,Kharif,gujarat,798100.0,677700,75556127.0,199525.0,1.046470588,75,38,28,7.8,28.63,366.66,37.53
Bajra,2002,Summer,gujarat,142100.0,229300,13452607.0,35525.0,1.63,75,38,28,7.8,28.63,366.66,37.53
Castor seed,2002,Kharif,gujarat,242200.0,283100,22929074.0,60550.0,1.162941176,75,38,28,7.8,28.63,366.66,37.53
Cotton(lint),2002,Kharif,gujarat,1634800.0,1684500,154766516.0,408700.0,1.349411765,75,38,28,7.8,28.63,366.66,37.53
Dry chillies,2002,Whole Year,gujarat,12100.0,10500,1145507.0,3025.0,0.831875,75,38,28,7.8,28.63,366.66,37.53
Garlic,2002,Whole Year,gujarat,8500.0,46200,804695.0,2125.0,5.413076922999999,75,38,28,7.8,28.63,366.66,37.53
Gram,2002,Rabi,gujarat,57500.0,28900,5443525.0,14375.0,0.520588235,75,38,28,7.8,28.63,366.66,37.53
Groundnut,2002,Kharif,gujarat,1972600.0,1001300,186746042.0,493150.0,0.633157895,75,38,28,7.8,28.63,366.66,37.53
Groundnut,2002,Summer,gujarat,56800.0,93100,5377256.0,14200.0,1.5472222219999998,75,38,28,7.8,28.63,366.66,37.53
Guar seed,2002,Whole Year,gujarat,179600.0,55700,17002732.0,44900.0,0.371,75,38,28,7.8,28.63,366.66,37.53
Jowar,2002,Kharif,gujarat,104400.0,87300,9883548.0,26100.0,0.636428571,75,38,28,7.8,28.63,366.66,37.53
Jowar,2002,Rabi,gujarat,51700.0,34400,4894439.0,12925.0,0.617,75,38,28,7.8,28.63,366.66,37.53
Maize,2002,Kharif,gujarat,464500.0,792600,43974215.0,116125.0,1.671875,75,38,28,7.8,28.63,366.66,37.53
Moong(Green Gram),2002,Kharif,gujarat,140200.0,32300,13272734.0,35050.0,0.28277777800000004,75,38,28,7.8,28.63,366.66,37.53
Moth,2002,Kharif,gujarat,37900.0,8800,3587993.0,9475.0,0.544666667,75,38,28,7.8,28.63,366.66,37.53
Onion,2002,Whole Year,gujarat,25000.0,715400,2366750.0,6250.0,28.60875,75,38,28,7.8,28.63,366.66,37.53
Other  Rabi pulses,2002,Rabi,gujarat,4200.0,2200,397614.0,1050.0,0.526666667,75,38,28,7.8,28.63,366.66,37.53
Other Kharif pulses,2002,Kharif,gujarat,23300.0,12600,2205811.0,5825.0,0.564,75,38,28,7.8,28.63,366.66,37.53
Potato,2002,Whole Year,gujarat,35800.0,779700,3389186.0,8950.0,20.24333333,75,38,28,7.8,28.63,366.66,37.53
Ragi,2002,Kharif,gujarat,24600.0,15900,2328882.0,6150.0,0.65,75,38,28,7.8,28.63,366.66,37.53
Rapeseed &Mustard,2002,Rabi,gujarat,160800.0,172200,15222936.0,40200.0,1.103125,75,38,28,7.8,28.63,366.66,37.53
Rice,2002,Kharif,gujarat,469000.0,541700,44400230.0,117250.0,1.2092307690000001,75,38,28,7.8,28.63,366.66,37.53
Rice,2002,Summer,gujarat,11800.0,54700,1117106.0,2950.0,4.53,75,38,28,7.8,28.63,366.66,37.53
Sesamum,2002,Kharif,gujarat,344100.0,123200,32575947.0,86025.0,0.39647058799999996,75,38,28,7.8,28.63,366.66,37.53
Small millets,2002,Kharif,gujarat,11800.0,3100,1117106.0,2950.0,0.294,75,38,28,7.8,28.63,366.66,37.53
Small millets,2002,Rabi,gujarat,1800.0,500,170406.0,450.0,0.26,75,38,28,7.8,28.63,366.66,37.53
Sugarcane,2002,Whole Year,gujarat,202900.0,14069000,19208543.0,50725.0,67.23714286,75,38,28,7.8,28.63,366.66,37.53
Tobacco,2002,Whole Year,gujarat,66400.0,114600,6286088.0,16600.0,1.61,75,38,28,7.8,28.63,366.66,37.53
Urad,2002,Kharif,gujarat,121600.0,45300,11511872.0,30400.0,0.396111111,75,38,28,7.8,28.63,366.66,37.53
Wheat,2002,Rabi,gujarat,435600.0,856600,41238252.0,108900.0,2.185789474,75,38,28,7.8,28.63,366.66,37.53
Arhar/Tur,2002,Kharif,haryana,36972.0,30400,3500139.24,9243.0,1.005,130,48,35,7.9,25.39,688.83,37.91
Bajra,2002,Kharif,haryana,513720.0,458000,48633872.4,128430.0,0.975263158,130,48,35,7.9,25.39,688.83,37.91
Banana,2002,Whole Year,haryana,154.0,0,14579.18,38.5,0.0,130,48,35,7.9,25.39,688.83,37.91
Barley,2002,Rabi,haryana,30326.0,81000,2870962.42,7581.5,1.6,130,48,35,7.9,25.39,688.83,37.91
Cotton(lint),2002,Kharif,haryana,518328.0,1038000,49070111.76,129582.0,1.038333333,130,48,35,7.9,25.39,688.83,37.91
Gram,2002,Rabi,haryana,54658.0,41000,5174472.86,13664.5,0.577894737,130,48,35,7.9,25.39,688.83,37.91
Groundnut,2002,Kharif,haryana,2512.0,1900,237811.04,628.0,0.496,130,48,35,7.9,25.39,688.83,37.91
Horse-gram,2002,Kharif,haryana,446.0,100,42222.82,111.5,0.062,130,48,35,7.9,25.39,688.83,37.91
Jowar,2002,Kharif,haryana,113069.0,22000,10704242.23,28267.25,0.0975,130,48,35,7.9,25.39,688.83,37.91
Maize,2002,Kharif,haryana,15886.0,29000,1503927.62,3971.5,0.47833333299999997,130,48,35,7.9,25.39,688.83,37.91
Masoor,2002,Rabi,haryana,6028.0,5400,570670.76,1507.0,0.6675,130,48,35,7.9,25.39,688.83,37.91
Moong(Green Gram),2002,Kharif,haryana,18329.0,2800,1735206.43,4582.25,0.138,130,48,35,7.9,25.39,688.83,37.91
Moth,2002,Kharif,haryana,20304.0,1000,1922179.68,5076.0,0.042,130,48,35,7.9,25.39,688.83,37.91
Onion,2002,Whole Year,haryana,1609.0,36000,152324.03,402.25,19.29692308,130,48,35,7.9,25.39,688.83,37.91
Peas & beans (Pulses),2002,Rabi,haryana,1113.0,1300,105367.71,278.25,0.721666667,130,48,35,7.9,25.39,688.83,37.91
Potato,2002,Whole Year,haryana,10328.0,291900,977751.76,2582.0,33.775,130,48,35,7.9,25.39,688.83,37.91
Rapeseed &Mustard,2002,Rabi,haryana,606983.0,697000,57463080.61,151745.75,1.095789474,130,48,35,7.9,25.39,688.83,37.91
Rice,2002,Kharif,haryana,905651.0,2468000,85737980.17,226412.75,2.495,130,48,35,7.9,25.39,688.83,37.91
Sannhamp,2002,Whole Year,haryana,516.0,100,48849.72,129.0,0.04,130,48,35,7.9,25.39,688.83,37.91
Sesamum,2002,Kharif,haryana,9432.0,3900,892927.44,2358.0,0.165555556,130,48,35,7.9,25.39,688.83,37.91
Sugarcane,2002,Whole Year,haryana,189010.0,10650000,17893576.7,47252.5,48.52888889,130,48,35,7.9,25.39,688.83,37.91
Sunflower,2002,Rabi,haryana,1872.0,2800,177222.24,468.0,0.98875,130,48,35,7.9,25.39,688.83,37.91
Sweet potato,2002,Whole Year,haryana,47.0,900,4449.49,11.75,13.98166667,130,48,35,7.9,25.39,688.83,37.91
Urad,2002,Kharif,haryana,3475.0,600,328978.25,868.75,0.042857143,130,48,35,7.9,25.39,688.83,37.91
Wheat,2002,Rabi,haryana,2267140.0,9188000,214630143.8,566785.0,3.947894737,130,48,35,7.9,25.39,688.83,37.91
Arhar/Tur,2002,Kharif,himachal pradesh,334.0,52,31619.78,83.5,0.22,60,20,40,6.0,22.21,721.57,39.96
Bajra,2002,Kharif,himachal pradesh,102.0,57,9656.34,25.5,0.775,60,20,40,6.0,22.21,721.57,39.96
Barley,2002,Rabi,himachal pradesh,23596.0,30614,2233833.32,5899.0,1.299090909,60,20,40,6.0,22.21,721.57,39.96
Coriander,2002,Whole Year,himachal pradesh,263.0,84,24898.21,65.75,0.27625,60,20,40,6.0,22.21,721.57,39.96
Cotton(lint),2002,Kharif,himachal pradesh,28.0,15,2650.76,7.0,0.4275,60,20,40,6.0,22.21,721.57,39.96
Dry chillies,2002,Whole Year,himachal pradesh,837.0,87,79238.79,209.25,0.207,60,20,40,6.0,22.21,721.57,39.96
Garlic,2002,Whole Year,himachal pradesh,3180.0,2379,301050.6,795.0,0.64,60,20,40,6.0,22.21,721.57,39.96
Ginger,2002,Kharif,himachal pradesh,2455.0,17051,232414.85,613.75,6.73,60,20,40,6.0,22.21,721.57,39.96
Gram,2002,Rabi,himachal pradesh,1351.0,1012,127899.17,337.75,0.727777778,60,20,40,6.0,22.21,721.57,39.96
Groundnut,2002,Kharif,himachal pradesh,194.0,88,18365.98,48.5,0.36714285700000004,60,20,40,6.0,22.21,721.57,39.96
Horse-gram,2002,Kharif,himachal pradesh,2582.0,599,244437.94,645.5,0.23818181800000002,60,20,40,6.0,22.21,721.57,39.96
Linseed,2002,Rabi,himachal pradesh,1610.0,364,152418.7,402.5,0.135,60,20,40,6.0,22.21,721.57,39.96
Maize,2002,Kharif,himachal pradesh,299801.0,483333,28382160.67,74950.25,1.6075,60,20,40,6.0,22.21,721.57,39.96
Masoor,2002,Kharif,himachal pradesh,872.0,359,82552.24,218.0,0.519090909,60,20,40,6.0,22.21,721.57,39.96
Moong(Green Gram),2002,Kharif,himachal pradesh,394.0,112,37299.98,98.5,0.241666667,60,20,40,6.0,22.21,721.57,39.96
Onion,2002,Whole Year,himachal pradesh,807.0,4541,76398.69,201.75,5.327999999999999,60,20,40,6.0,22.21,721.57,39.96
Other  Rabi pulses,2002,Rabi,himachal pradesh,35.0,10,3313.45,8.75,0.26,60,20,40,6.0,22.21,721.57,39.96
Other Kharif pulses,2002,Kharif,himachal pradesh,5605.0,1940,530625.35,1401.25,0.36416666700000005,60,20,40,6.0,22.21,721.57,39.96
Peas & beans (Pulses),2002,Kharif,himachal pradesh,6285.0,12057,595000.95,1571.25,1.156363636,60,20,40,6.0,22.21,721.57,39.96
Potato,2002,Whole Year,himachal pradesh,13941.0,136033,1319794.47,3485.25,10.06,60,20,40,6.0,22.21,721.57,39.96
Rapeseed &Mustard,2002,Rabi,himachal pradesh,9830.0,4599,930606.1,2457.5,0.39,60,20,40,6.0,22.21,721.57,39.96
Rice,2002,Kharif,himachal pradesh,83273.0,85653,7883454.91,20818.25,1.133636364,60,20,40,6.0,22.21,721.57,39.96
Sesamum,2002,Kharif,himachal pradesh,4482.0,1890,424310.94,1120.5,0.27,60,20,40,6.0,22.21,721.57,39.96
Small millets,2002,Kharif,himachal pradesh,13414.0,5764,1269903.38,3353.5,0.35666666700000005,60,20,40,6.0,22.21,721.57,39.96
Soyabean,2002,Kharif,himachal pradesh,697.0,1124,65984.99,174.25,1.3825,60,20,40,6.0,22.21,721.57,39.96
Sugarcane,2002,Whole Year,himachal pradesh,2926.0,4649,277004.42,731.5,1.887142857,60,20,40,6.0,22.21,721.57,39.96
Tobacco,2002,Whole Year,himachal pradesh,32.0,38,3029.44,8.0,1.58,60,20,40,6.0,22.21,721.57,39.96
Turmeric,2002,Whole Year,himachal pradesh,125.0,65,11833.75,31.25,0.418571429,60,20,40,6.0,22.21,721.57,39.96
Urad,2002,Kharif,himachal pradesh,12670.0,3065,1199468.9,3167.5,0.326363636,60,20,40,6.0,22.21,721.57,39.96
Wheat,2002,Rabi,himachal pradesh,359439.0,495558,34028090.13,89859.75,1.3891666669999998,60,20,40,6.0,22.21,721.57,39.96
Arhar/Tur,2002,Kharif,karnataka,513749.0,240665,48636617.83,128437.25,0.368333333,72,42,25,6.9,23.99,668.45,65.75
Bajra,2002,Kharif,karnataka,303868.0,119475,28767183.56,75967.0,0.43125,72,42,25,6.9,23.99,668.45,65.75
Bajra,2002,Rabi,karnataka,271.0,215,25655.57,67.75,0.79,72,42,25,6.9,23.99,668.45,65.75
Bajra,2002,Summer,karnataka,442.0,381,41844.14,110.5,0.88,72,42,25,6.9,23.99,668.45,65.75
Banana,2002,Whole Year,karnataka,39813.0,681663,3769096.71,9953.25,16.96518519,72,42,25,6.9,23.99,668.45,65.75
Black pepper,2002,Whole Year,karnataka,10414.0,23178,985893.38,2603.5,2.213076923,72,42,25,6.9,23.99,668.45,65.75
Cardamom,2002,Whole Year,karnataka,19405.0,1103,1837071.35,4851.25,0.062857143,72,42,25,6.9,23.99,668.45,65.75
Castor seed,2002,Kharif,karnataka,16991.0,15693,1608537.97,4247.75,0.893333333,72,42,25,6.9,23.99,668.45,65.75
Coconut,2002,Whole Year,karnataka,375425.0,1525287000,35541484.75,93856.25,4165.087778,72,42,25,6.9,23.99,668.45,65.75
Coriander,2002,Whole Year,karnataka,7685.0,1114,727538.95,1921.25,0.1235,72,42,25,6.9,23.99,668.45,65.75
Cotton(lint),2002,Kharif,karnataka,392671.0,330913,37174163.57,98167.75,1.1528571429999999,72,42,25,6.9,23.99,668.45,65.75
Dry chillies,2002,Whole Year,karnataka,155499.0,153443,14721090.33,38874.75,1.266666667,72,42,25,6.9,23.99,668.45,65.75
Garlic,2002,Whole Year,karnataka,5344.0,3983,505916.48,1336.0,1.382,72,42,25,6.9,23.99,668.45,65.75
Ginger,2002,Kharif,karnataka,10940.0,143795,1035689.8,2735.0,12.796,72,42,25,6.9,23.99,668.45,65.75
Gram,2002,Rabi,karnataka,479801.0,251857,45422760.67,119950.25,0.473181818,72,42,25,6.9,23.99,668.45,65.75
Groundnut,2002,Kharif,karnataka,716940.0,393733,67872709.8,179235.0,0.5808,72,42,25,6.9,23.99,668.45,65.75
Groundnut,2002,Rabi,karnataka,126977.0,145254,12020912.59,31744.25,1.175,72,42,25,6.9,23.99,668.45,65.75
Horse-gram,2002,Kharif,karnataka,132978.0,51995,12589027.26,33244.5,0.42666666700000005,72,42,25,6.9,23.99,668.45,65.75
Horse-gram,2002,Rabi,karnataka,202130.0,57319,19135647.1,50532.5,0.40833333299999997,72,42,25,6.9,23.99,668.45,65.75
Jowar,2002,Kharif,karnataka,320455.0,363172,30337474.85,80113.75,0.97952381,72,42,25,6.9,23.99,668.45,65.75
Jowar,2002,Rabi,karnataka,1456466.0,846323,137883636.2,364116.5,0.496666667,72,42,25,6.9,23.99,668.45,65.75
Jowar,2002,Summer,karnataka,9316.0,15398,881945.72,2329.0,1.619375,72,42,25,6.9,23.99,668.45,65.75
Linseed,2002,Rabi,karnataka,17401.0,6118,1647352.67,4350.25,0.342857143,72,42,25,6.9,23.99,668.45,65.75
Maize,2002,Kharif,karnataka,578711.0,1165155,54786570.37,144677.75,2.174,72,42,25,6.9,23.99,668.45,65.75
Maize,2002,Rabi,karnataka,59503.0,149203,5633149.01,14875.75,2.4831818180000003,72,42,25,6.9,23.99,668.45,65.75
Maize,2002,Summer,karnataka,11330.0,28584,1072611.1,2832.5,2.4721739130000002,72,42,25,6.9,23.99,668.45,65.75
Mesta,2002,Kharif,karnataka,3119.0,4182,295275.73,779.75,2.035714286,72,42,25,6.9,23.99,668.45,65.75
Moong(Green Gram),2002,Kharif,karnataka,402442.0,26399,38099184.14,100610.5,0.07956521700000001,72,42,25,6.9,23.99,668.45,65.75
Moong(Green Gram),2002,Rabi,karnataka,10484.0,1831,992520.28,2621.0,0.17176470600000002,72,42,25,6.9,23.99,668.45,65.75
Niger seed,2002,Kharif,karnataka,29281.0,5602,2772032.27,7320.25,0.213913043,72,42,25,6.9,23.99,668.45,65.75
Onion,2002,Whole Year,karnataka,114975.0,535821,10884683.25,28743.75,7.0436,72,42,25,6.9,23.99,668.45,65.75
Other  Rabi pulses,2002,Rabi,karnataka,40653.0,4715,3848619.51,10163.25,0.120384615,72,42,25,6.9,23.99,668.45,65.75
Other Kharif pulses,2002,Kharif,karnataka,112354.0,35523,10636553.18,28088.5,0.2824,72,42,25,6.9,23.99,668.45,65.75
Potato,2002,Whole Year,karnataka,50645.0,149282,4794562.15,12661.25,5.757142857000001,72,42,25,6.9,23.99,668.45,65.75
Ragi,2002,Kharif,karnataka,680801.0,646398,64451430.67,170200.25,0.8252631579999999,72,42,25,6.9,23.99,668.45,65.75
Ragi,2002,Rabi,karnataka,79418.0,60139,7518502.06,19854.5,1.220769231,72,42,25,6.9,23.99,668.45,65.75
Ragi,2002,Summer,karnataka,6929.0,7952,655968.43,1732.25,1.149166667,72,42,25,6.9,23.99,668.45,65.75
Rapeseed &Mustard,2002,Rabi,karnataka,4270.0,1134,404240.9,1067.5,0.21578947399999998,72,42,25,6.9,23.99,668.45,65.75
Rice,2002,Kharif,karnataka,1030464.0,2103709,97554026.88,257616.0,2.035185185,72,42,25,6.9,23.99,668.45,65.75
Rice,2002,Rabi,karnataka,50456.0,102312,4776669.52,12614.0,2.000666667,72,42,25,6.9,23.99,668.45,65.75
Rice,2002,Summer,karnataka,73863.0,184064,6992610.21,18465.75,2.378,72,42,25,6.9,23.99,668.45,65.75
Safflower,2002,Rabi,karnataka,84946.0,55240,8041837.82,21236.5,0.585714286,72,42,25,6.9,23.99,668.45,65.75
Sannhamp,2002,Whole Year,karnataka,404.0,100,38246.68,101.0,0.235,72,42,25,6.9,23.99,668.45,65.75
Sesamum,2002,Kharif,karnataka,74423.0,29253,7045625.41,18605.75,0.4028,72,42,25,6.9,23.99,668.45,65.75
Small millets,2002,Kharif,karnataka,54492.0,30611,5158757.64,13623.0,0.5619047620000001,72,42,25,6.9,23.99,668.45,65.75
Soyabean,2002,Kharif,karnataka,57543.0,47760,5447595.81,14385.75,0.807,72,42,25,6.9,23.99,668.45,65.75
Sugarcane,2002,Whole Year,karnataka,382719.0,32485308,36232007.73,95679.75,83.89230769,72,42,25,6.9,23.99,668.45,65.75
Sunflower,2002,Kharif,karnataka,298271.0,136481,28237315.57,74567.75,0.44869565200000006,72,42,25,6.9,23.99,668.45,65.75
Sunflower,2002,Rabi,karnataka,543248.0,216128,51429288.16,135812.0,0.47217391299999995,72,42,25,6.9,23.99,668.45,65.75
Sunflower,2002,Summer,karnataka,35073.0,21327,3320360.91,8768.25,0.637727273,72,42,25,6.9,23.99,668.45,65.75
Sweet potato,2002,Whole Year,karnataka,3390.0,26917,320931.3,847.5,6.2860000000000005,72,42,25,6.9,23.99,668.45,65.75
Tapioca,2002,Whole Year,karnataka,1078.0,8470,102054.26,269.5,9.604285714,72,42,25,6.9,23.99,668.45,65.75
Tobacco,2002,Whole Year,karnataka,82350.0,59227,7796074.5,20587.5,0.67875,72,42,25,6.9,23.99,668.45,65.75
Turmeric,2002,Whole Year,karnataka,6596.0,28603,624443.32,1649.0,4.04952381,72,42,25,6.9,23.99,668.45,65.75
Urad,2002,Kharif,karnataka,149369.0,21266,14140763.23,37342.25,0.139,72,42,25,6.9,23.99,668.45,65.75
Urad,2002,Rabi,karnataka,16084.0,1895,1522672.28,4021.0,0.118571429,72,42,25,6.9,23.99,668.45,65.75
Wheat,2002,Rabi,karnataka,246855.0,147748,23369762.85,61713.75,0.572142857,72,42,25,6.9,23.99,668.45,65.75
Arhar/Tur,2002,Kharif,madhya pradesh,299548.0,183922,28358209.16,74887.0,0.5515555560000001,70,40,20,7.4,25.95,898.51,45.83
Bajra,2002,Kharif,madhya pradesh,167581.0,124680,15864893.27,41895.25,0.475882353,70,40,20,7.4,25.95,898.51,45.83
Banana,2002,Whole Year,madhya pradesh,16117.0,363109,1525796.39,4029.25,17.72565217,70,40,20,7.4,25.95,898.51,45.83
Barley,2002,Rabi,madhya pradesh,80761.0,101517,7645643.87,20190.25,1.405128205,70,40,20,7.4,25.95,898.51,45.83
Cashewnut,2002,Whole Year,madhya pradesh,1.0,0,94.67,0.25,0.0,70,40,20,7.4,25.95,898.51,45.83
Castor seed,2002,Kharif,madhya pradesh,1591.0,546,150619.97,397.75,0.33894736799999997,70,40,20,7.4,25.95,898.51,45.83
Coriander,2002,Whole Year,madhya pradesh,62042.0,12664,5873516.14,15510.5,0.285909091,70,40,20,7.4,25.95,898.51,45.83
Cotton(lint),2002,Kharif,madhya pradesh,552393.0,379455,52295045.31,138098.25,0.535789474,70,40,20,7.4,25.95,898.51,45.83
Dry chillies,2002,Whole Year,madhya pradesh,43928.0,31627,4158663.76,10982.0,0.528666667,70,40,20,7.4,25.95,898.51,45.83
Garlic,2002,Whole Year,madhya pradesh,22674.0,76594,2146547.58,5668.5,2.850666667,70,40,20,7.4,25.95,898.51,45.83
Ginger,2002,Kharif,madhya pradesh,5187.0,5325,491053.29,1296.75,0.931842105,70,40,20,7.4,25.95,898.51,45.83
Gram,2002,Rabi,madhya pradesh,2464494.0,1710359,233313647.0,616123.5,0.7424444440000001,70,40,20,7.4,25.95,898.51,45.83
Groundnut,2002,Kharif,madhya pradesh,204780.0,126759,19386522.6,51195.0,0.688888889,70,40,20,7.4,25.95,898.51,45.83
Jowar,2002,Kharif,madhya pradesh,636951.0,586632,60300151.17,159237.75,0.8522222220000001,70,40,20,7.4,25.95,898.51,45.83
Jowar,2002,Rabi,madhya pradesh,3567.0,3285,337687.89,891.75,1.042727273,70,40,20,7.4,25.95,898.51,45.83
Linseed,2002,Rabi,madhya pradesh,142297.0,50231,13471256.99,35574.25,0.429111111,70,40,20,7.4,25.95,898.51,45.83
Maize,2002,Kharif,madhya pradesh,848970.0,1486546,80371989.9,212242.5,1.662,70,40,20,7.4,25.95,898.51,45.83
Niger seed,2002,Kharif,madhya pradesh,102500.0,17296,9703675.0,25625.0,0.1828,70,40,20,7.4,25.95,898.51,45.83
Onion,2002,Whole Year,madhya pradesh,24620.0,344975,2330775.4,6155.0,12.75155556,70,40,20,7.4,25.95,898.51,45.83
Other  Rabi pulses,2002,Rabi,madhya pradesh,719020.0,294556,68069623.4,179755.0,0.383111111,70,40,20,7.4,25.95,898.51,45.83
Other Kharif pulses,2002,Kharif,madhya pradesh,651323.0,175735,61660748.41,162830.75,0.27399999999999997,70,40,20,7.4,25.95,898.51,45.83
Potato,2002,Whole Year,madhya pradesh,40871.0,487836,3869257.57,10217.75,11.89644444,70,40,20,7.4,25.95,898.51,45.83
Ragi,2002,Kharif,madhya pradesh,608.0,150,57559.36,152.0,0.185454545,70,40,20,7.4,25.95,898.51,45.83
Rapeseed &Mustard,2002,Rabi,madhya pradesh,368327.0,239413,34869517.09,92081.75,0.517272727,70,40,20,7.4,25.95,898.51,45.83
Rice,2002,Kharif,madhya pradesh,1671107.0,1024930,158203699.7,417776.75,0.608,70,40,20,7.4,25.95,898.51,45.83
Safflower,2002,Rabi,madhya pradesh,280.0,47,26507.6,70.0,0.215555556,70,40,20,7.4,25.95,898.51,45.83
Sannhamp,2002,Whole Year,madhya pradesh,5767.0,9234,545961.89,1441.75,1.5846511630000002,70,40,20,7.4,25.95,898.51,45.83
Sesamum,2002,Kharif,madhya pradesh,126268.0,29042,11953791.56,31567.0,0.279111111,70,40,20,7.4,25.95,898.51,45.83
Small millets,2002,Kharif,madhya pradesh,605458.0,87520,57318708.86,151364.5,0.213428571,70,40,20,7.4,25.95,898.51,45.83
Soyabean,2002,Kharif,madhya pradesh,4176744.0,2664763,395412354.5,1044186.0,0.635555556,70,40,20,7.4,25.95,898.51,45.83
Sugarcane,2002,Whole Year,madhya pradesh,39073.0,1560420,3699040.91,9768.25,28.415,70,40,20,7.4,25.95,898.51,45.83
Sunflower,2002,Kharif,madhya pradesh,2354.0,931,222853.18,588.5,0.272272727,70,40,20,7.4,25.95,898.51,45.83
Sweet potato,2002,Whole Year,madhya pradesh,3757.0,21287,355675.19,939.25,5.559555556,70,40,20,7.4,25.95,898.51,45.83
