crop,year,season,state,area,production,fertilizer,pesticide,yield,n,p,k,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Tobacco,2002,Whole Year,madhya pradesh,173.0,75,16377.91,43.25,0.5225,70,40,20,7.4,25.95,898.51,45.83
Turmeric,2002,Whole Year,madhya pradesh,552394.0,379455,52295139.98,138098.5,0.505,70,40,20,7.4,25.95,898.51,45.83
Wheat,2002,Rabi,madhya pradesh,3369481.0,4916044,318988766.3,842370.25,1.500666667,70,40,20,7.4,25.95,898.51,45.83
Arhar/Tur,2002,Kharif,maharashtra,1059900.0,777100,100340733.0,264975.0,0.6296875,75,43,26,7.1,27.12,1326.47,63.56
Bajra,2002,Kharif,maharashtra,1547200.0,1146000,146473424.0,386800.0,0.6772727270000001,75,43,26,7.1,27.12,1326.47,63.56
Castor seed,2002,Kharif,maharashtra,29700.0,6590,2811699.0,7425.0,0.1815,75,43,26,7.1,27.12,1326.47,63.56
Cotton(lint),2002,Kharif,maharashtra,2799900.0,2596100,265066533.0,699975.0,0.99037037,75,43,26,7.1,27.12,1326.47,63.56
Gram,2002,Rabi,maharashtra,796200.0,448500,75376254.0,199050.0,0.566129032,75,43,26,7.1,27.12,1326.47,63.56
Groundnut,2002,Kharif,maharashtra,350900.0,336300,33219703.0,87725.0,0.7482758620000001,75,43,26,7.1,27.12,1326.47,63.56
Groundnut,2002,Summer,maharashtra,67800.0,113800,6418626.0,16950.0,1.7258064519999998,75,43,26,7.1,27.12,1326.47,63.56
Jowar,2002,Kharif,maharashtra,1718300.0,2428200,162671461.0,429575.0,1.252857143,75,43,26,7.1,27.12,1326.47,63.56
Jowar,2002,Rabi,maharashtra,3086000.0,1454200,292151620.0,771500.0,0.691428571,75,43,26,7.1,27.12,1326.47,63.56
Linseed,2002,Rabi,maharashtra,53600.0,11700,5074312.0,13400.0,0.26666666699999997,75,43,26,7.1,27.12,1326.47,63.56
Maize,2002,Kharif,maharashtra,301200.0,629700,28514604.0,75300.0,1.725185185,75,43,26,7.1,27.12,1326.47,63.56
Maize,2002,Rabi,maharashtra,61700.0,100100,5841139.0,15425.0,1.3827272730000002,75,43,26,7.1,27.12,1326.47,63.56
Maize,2002,Summer,maharashtra,8300.0,13500,785761.0,2075.0,1.386315789,75,43,26,7.1,27.12,1326.47,63.56
Moong(Green Gram),2002,Kharif,maharashtra,762300.0,376100,72166941.0,190575.0,0.573636364,75,43,26,7.1,27.12,1326.47,63.56
Niger seed,2002,Kharif,maharashtra,53800.0,13830,5093246.0,13450.0,0.278095238,75,43,26,7.1,27.12,1326.47,63.56
Other  Rabi pulses,2002,Rabi,maharashtra,91200.0,36200,8633904.0,22800.0,0.3948,75,43,26,7.1,27.12,1326.47,63.56
Other Kharif pulses,2002,Kharif,maharashtra,203900.0,49400,19303213.0,50975.0,0.244848485,75,43,26,7.1,27.12,1326.47,63.56
Ragi,2002,Kharif,maharashtra,145900.0,124200,13812353.0,36475.0,0.88,75,43,26,7.1,27.12,1326.47,63.56
Rapeseed &Mustard,2002,Rabi,maharashtra,8100.0,2270,766827.0,2025.0,0.317777778,75,43,26,7.1,27.12,1326.47,63.56
Rice,2002,Kharif,maharashtra,1496800.0,1793000,141702056.0,374200.0,0.8903125,75,43,26,7.1,27.12,1326.47,63.56
Rice,2002,Summer,maharashtra,26500.0,61100,2508755.0,6625.0,2.2880000000000003,75,43,26,7.1,27.12,1326.47,63.56
Safflower,2002,Rabi,maharashtra,262900.0,116400,24888743.0,65725.0,0.427894737,75,43,26,7.1,27.12,1326.47,63.56
Sesamum,2002,Kharif,maharashtra,110800.0,34510,10489436.0,27700.0,0.29875,75,43,26,7.1,27.12,1326.47,63.56
Sesamum,2002,Rabi,maharashtra,4300.0,790,407081.0,1075.0,0.135384615,75,43,26,7.1,27.12,1326.47,63.56
Small millets,2002,Kharif,maharashtra,69600.0,36100,6589032.0,17400.0,0.564615385,75,43,26,7.1,27.12,1326.47,63.56
Small millets,2002,Rabi,maharashtra,9300.0,3000,880431.0,2325.0,0.43294117600000004,75,43,26,7.1,27.12,1326.47,63.56
Soyabean,2002,Kharif,maharashtra,1255500.0,1576000,118858185.0,313875.0,1.3720689659999998,75,43,26,7.1,27.12,1326.47,63.56
Sugarcane,2002,Whole Year,maharashtra,573100.0,42617000,54255377.0,143275.0,65.24666667,75,43,26,7.1,27.12,1326.47,63.56
Sunflower,2002,Kharif,maharashtra,97400.0,46500,9220858.0,24350.0,0.496363636,75,43,26,7.1,27.12,1326.47,63.56
Sunflower,2002,Rabi,maharashtra,187000.0,92700,17703290.0,46750.0,0.545416667,75,43,26,7.1,27.12,1326.47,63.56
Sunflower,2002,Summer,maharashtra,4600.0,3400,435482.0,1150.0,0.8664285709999999,75,43,26,7.1,27.12,1326.47,63.56
Urad,2002,Kharif,maharashtra,633600.0,359800,59982912.0,158400.0,0.583333333,75,43,26,7.1,27.12,1326.47,63.56
Wheat,2002,Rabi,maharashtra,759800.0,983900,71930266.0,189950.0,1.234333333,75,43,26,7.1,27.12,1326.47,63.56
Arhar/Tur,2002,Kharif,meghalaya,810.0,632,76682.7,202.5,0.793333333,52,16,33,5.6,17.77,2530.64,80.43
Banana,2002,Whole Year,meghalaya,5344.0,65659,505916.48,1336.0,11.42714286,52,16,33,5.6,17.77,2530.64,80.43
Cashewnut,2002,Whole Year,meghalaya,6649.0,6730,629460.83,1662.25,1.0,52,16,33,5.6,17.77,2530.64,80.43
Castor seed,2002,Kharif,meghalaya,23.0,12,2177.41,5.75,0.495,52,16,33,5.6,17.77,2530.64,80.43
Cotton(lint),2002,Kharif,meghalaya,7310.0,7829,692037.7,1827.5,1.046666667,52,16,33,5.6,17.77,2530.64,80.43
Dry chillies,2002,Whole Year,meghalaya,1839.0,1150,174098.13,459.75,0.62,52,16,33,5.6,17.77,2530.64,80.43
Ginger,2002,Kharif,meghalaya,8896.0,46731,842184.32,2224.0,6.488571428999999,52,16,33,5.6,17.77,2530.64,80.43
Gram,2002,Rabi,meghalaya,487.0,299,46104.29,121.75,0.6,52,16,33,5.6,17.77,2530.64,80.43
Jute,2002,Kharif,meghalaya,4074.0,35826,385685.58,1018.5,7.073333333,52,16,33,5.6,17.77,2530.64,80.43
Maize,2002,Kharif,meghalaya,16922.0,25879,1602005.74,4230.5,1.5271428569999999,52,16,33,5.6,17.77,2530.64,80.43
Mesta,2002,Kharif,meghalaya,4513.0,20599,427245.71,1128.25,4.7066666669999995,52,16,33,5.6,17.77,2530.64,80.43
Other  Rabi pulses,2002,Rabi,meghalaya,2074.0,1615,196345.58,518.5,0.7585714290000001,52,16,33,5.6,17.77,2530.64,80.43
Potato,2002,Whole Year,meghalaya,18071.0,167884,1710781.57,4517.75,7.74,52,16,33,5.6,17.77,2530.64,80.43
Rapeseed &Mustard,2002,Rabi,meghalaya,7202.0,4670,681813.34,1800.5,0.648571429,52,16,33,5.6,17.77,2530.64,80.43
Rice,2002,Kharif,meghalaya,107742.0,190937,10199935.14,26935.5,1.7671428569999998,52,16,33,5.6,17.77,2530.64,80.43
Sesamum,2002,Kharif,meghalaya,1629.0,858,154217.43,407.25,0.597142857,52,16,33,5.6,17.77,2530.64,80.43
Small millets,2002,Kharif,meghalaya,2762.0,2313,261478.54,690.5,0.911428571,52,16,33,5.6,17.77,2530.64,80.43
Soyabean,2002,Kharif,meghalaya,999.0,959,94575.33,249.75,0.901428571,52,16,33,5.6,17.77,2530.64,80.43
Sugarcane,2002,Whole Year,meghalaya,80.0,219,7573.6,20.0,2.37,52,16,33,5.6,17.77,2530.64,80.43
Sweet potato,2002,Whole Year,meghalaya,4953.0,16412,468900.51,1238.25,3.42,52,16,33,5.6,17.77,2530.64,80.43
Tapioca,2002,Whole Year,meghalaya,3958.0,20950,374703.86,989.5,6.57,52,16,33,5.6,17.77,2530.64,80.43
Tobacco,2002,Whole Year,meghalaya,719.0,470,68067.73,179.75,0.584,52,16,33,5.6,17.77,2530.64,80.43
Turmeric,2002,Whole Year,meghalaya,1543.0,8642,146075.81,385.75,5.4428571429999995,52,16,33,5.6,17.77,2530.64,80.43
Wheat,2002,Rabi,meghalaya,2714.0,4745,256934.38,678.5,1.455,52,16,33,5.6,17.77,2530.64,80.43
Arhar/Tur,2002,Kharif,mizoram,101.0,75,9561.67,25.25,0.653333333,54,15,34,5.7,23.2,1459.33,74.41
Arhar/Tur,2002,Rabi,mizoram,336.0,170,31809.12,84.0,0.505,54,15,34,5.7,23.2,1459.33,74.41
Cotton(lint),2002,Kharif,mizoram,388.0,1030,36731.96,97.0,2.4125,54,15,34,5.7,23.2,1459.33,74.41
Maize,2002,Kharif,mizoram,6889.0,13820,652181.63,1722.25,1.89,54,15,34,5.7,23.2,1459.33,74.41
Maize,2002,Rabi,mizoram,600.0,1059,56802.0,150.0,1.695,54,15,34,5.7,23.2,1459.33,74.41
Masoor,2002,Kharif,mizoram,26.0,28,2461.42,6.5,1.08,54,15,34,5.7,23.2,1459.33,74.41
Masoor,2002,Rabi,mizoram,56.0,65,5301.52,14.0,0.8733333329999999,54,15,34,5.7,23.2,1459.33,74.41
Moong(Green Gram),2002,Kharif,mizoram,13.0,9,1230.71,3.25,0.69,54,15,34,5.7,23.2,1459.33,74.41
Moong(Green Gram),2002,Rabi,mizoram,37.0,38,3502.79,9.25,0.8666666670000001,54,15,34,5.7,23.2,1459.33,74.41
Other  Rabi pulses,2002,Rabi,mizoram,2078.0,2259,196724.26,519.5,1.245,54,15,34,5.7,23.2,1459.33,74.41
Other Kharif pulses,2002,Kharif,mizoram,2030.0,2384,192180.1,507.5,0.945,54,15,34,5.7,23.2,1459.33,74.41
Potato,2002,Whole Year,mizoram,369.0,726,34933.23,92.25,1.976666667,54,15,34,5.7,23.2,1459.33,74.41
Rapeseed &Mustard,2002,Rabi,mizoram,2043.0,1471,193410.81,510.75,0.6575,54,15,34,5.7,23.2,1459.33,74.41
Rice,2002,Kharif,mizoram,57067.0,109205,5402532.89,14266.75,1.89,54,15,34,5.7,23.2,1459.33,74.41
Sesamum,2002,Kharif,mizoram,2945.0,1806,278803.15,736.25,0.6,54,15,34,5.7,23.2,1459.33,74.41
Soyabean,2002,Kharif,mizoram,1950.0,1846,184606.5,487.5,0.955,54,15,34,5.7,23.2,1459.33,74.41
Sugarcane,2002,Whole Year,mizoram,1370.0,7443,129697.9,342.5,6.4075,54,15,34,5.7,23.2,1459.33,74.41
Tapioca,2002,Whole Year,mizoram,232.0,1330,21963.44,58.0,7.0675,54,15,34,5.7,23.2,1459.33,74.41
Tobacco,2002,Whole Year,mizoram,300.0,252,28401.0,75.0,0.7975,54,15,34,5.7,23.2,1459.33,74.41
Urad,2002,Kharif,mizoram,6.0,4,568.02,1.5,0.67,54,15,34,5.7,23.2,1459.33,74.41
Urad,2002,Rabi,mizoram,33.0,20,3124.11,8.25,0.606666667,54,15,34,5.7,23.2,1459.33,74.41
Arhar/Tur,2002,Kharif,nagaland,31.0,17,2934.77,7.75,0.55,56,16,36,5.8,18.71,838.03,67.77
Bajra,2002,Kharif,nagaland,2000.0,4000,189340.0,500.0,1.88,56,16,36,5.8,18.71,838.03,67.77
Barley,2002,Rabi,nagaland,5000.0,9500,473350.0,1250.0,1.90625,56,16,36,5.8,18.71,838.03,67.77
Cotton(lint),2002,Kharif,nagaland,1000.0,5000,94670.0,250.0,5.005,56,16,36,5.8,18.71,838.03,67.77
Gram,2002,Rabi,nagaland,1000.0,750,94670.0,250.0,0.71625,56,16,36,5.8,18.71,838.03,67.77
Groundnut,2002,Kharif,nagaland,2000.0,2500,189340.0,500.0,1.33875,56,16,36,5.8,18.71,838.03,67.77
Jowar,2002,Kharif,nagaland,2000.0,4000,189340.0,500.0,1.90375,56,16,36,5.8,18.71,838.03,67.77
Jute,2002,Kharif,nagaland,1500.0,5500,142005.0,375.0,3.8625,56,16,36,5.8,18.71,838.03,67.77
Linseed,2002,Rabi,nagaland,8000.0,8500,757360.0,2000.0,1.09,56,16,36,5.8,18.71,838.03,67.77
Maize,2002,Kharif,nagaland,40000.0,80000,3786800.0,10000.0,2.02875,56,16,36,5.8,18.71,838.03,67.77
Moong(Green Gram),2002,Kharif,nagaland,2000.0,2000,189340.0,500.0,1.1575,56,16,36,5.8,18.71,838.03,67.77
Other  Rabi pulses,2002,Rabi,nagaland,14690.0,12160,1390702.3,3672.5,0.84875,56,16,36,5.8,18.71,838.03,67.77
Other Kharif pulses,2002,Kharif,nagaland,1800.0,950,170406.0,450.0,0.47375,56,16,36,5.8,18.71,838.03,67.77
Peas & beans (Pulses),2002,Kharif,nagaland,1100.0,1250,104137.0,275.0,1.1525,56,16,36,5.8,18.71,838.03,67.77
Peas & beans (Pulses),2002,Rabi,nagaland,6800.0,5260,643756.0,1700.0,0.82,56,16,36,5.8,18.71,838.03,67.77
Potato,2002,Whole Year,nagaland,5450.0,61000,515951.5,1362.5,11.25375,56,16,36,5.8,18.71,838.03,67.77
Rapeseed &Mustard,2002,Rabi,nagaland,15694.0,17451,1485750.98,3923.5,1.13,56,16,36,5.8,18.71,838.03,67.77
Rice,2002,Kharif,nagaland,150000.0,223400,14200500.0,37500.0,1.46375,56,16,36,5.8,18.71,838.03,67.77
Sesamum,2002,Kharif,nagaland,5000.0,4500,473350.0,1250.0,0.90625,56,16,36,5.8,18.71,838.03,67.77
Small millets,2002,Kharif,nagaland,10000.0,20000,946700.0,2500.0,1.995,56,16,36,5.8,18.71,838.03,67.77
Soyabean,2002,Kharif,nagaland,26000.0,35000,2461420.0,6500.0,1.4075,56,16,36,5.8,18.71,838.03,67.77
Sugarcane,2002,Whole Year,nagaland,2000.0,80000,189340.0,500.0,55.63166667,56,16,36,5.8,18.71,838.03,67.77
Sunflower,2002,Kharif,nagaland,2000.0,4000,189340.0,500.0,1.81625,56,16,36,5.8,18.71,838.03,67.77
Sunflower,2002,Rabi,nagaland,1000.0,1500,94670.0,250.0,1.34375,56,16,36,5.8,18.71,838.03,67.77
Wheat,2002,Rabi,nagaland,7650.0,15820,724225.5,1912.5,2.0775,56,16,36,5.8,18.71,838.03,67.77
Arhar/Tur,2002,Kharif,odisha,114190.0,73450,10810367.3,28547.5,0.665862069,67,26,32,6.3,26.51,1340.28,73.12
Arhar/Tur,2002,Rabi,odisha,70.0,50,6626.9,17.5,0.65,67,26,32,6.3,26.51,1340.28,73.12
Bajra,2002,Kharif,odisha,3760.0,1820,355959.2,940.0,0.528333333,67,26,32,6.3,26.51,1340.28,73.12
Castor seed,2002,Kharif,odisha,7830.0,3610,741266.1,1957.5,0.46391304299999997,67,26,32,6.3,26.51,1340.28,73.12
Castor seed,2002,Rabi,odisha,6400.0,2750,605888.0,1600.0,0.48916666700000005,67,26,32,6.3,26.51,1340.28,73.12
Coriander,2002,Whole Year,odisha,18880.0,8950,1787369.6,4720.0,0.47233333299999997,67,26,32,6.3,26.51,1340.28,73.12
Dry chillies,2002,Whole Year,odisha,74970.0,62910,7097409.9,18742.5,0.834333333,67,26,32,6.3,26.51,1340.28,73.12
Garlic,2002,Whole Year,odisha,10700.0,33830,1012969.0,2675.0,3.16,67,26,32,6.3,26.51,1340.28,73.12
Ginger,2002,Kharif,odisha,15340.0,29490,1452237.8,3835.0,1.828,67,26,32,6.3,26.51,1340.28,73.12
Gram,2002,Rabi,odisha,21040.0,13020,1991856.8,5260.0,0.489310345,67,26,32,6.3,26.51,1340.28,73.12
Groundnut,2002,Kharif,odisha,56137.0,48835,5314489.79,14034.25,0.863,67,26,32,6.3,26.51,1340.28,73.12
Horse-gram,2002,Kharif,odisha,75952.0,14322,7190375.84,18988.0,0.22266666699999998,67,26,32,6.3,26.51,1340.28,73.12
Jowar,2002,Kharif,odisha,11000.0,5720,1041370.0,2750.0,0.5605,67,26,32,6.3,26.51,1340.28,73.12
Jute,2002,Kharif,odisha,5610.0,51209,531098.7,1402.5,8.91875,67,26,32,6.3,26.51,1340.28,73.12
Linseed,2002,Rabi,odisha,16530.0,5410,1564895.1,4132.5,0.329285714,67,26,32,6.3,26.51,1340.28,73.12
Maize,2002,Kharif,odisha,43100.0,42400,4080277.0,10775.0,0.9248,67,26,32,6.3,26.51,1340.28,73.12
Masoor,2002,Rabi,odisha,3810.0,1400,360692.7,952.5,0.36,67,26,32,6.3,26.51,1340.28,73.12
Moong(Green Gram),2002,Kharif,odisha,168305.0,38348,15933434.35,42076.25,0.205666667,67,26,32,6.3,26.51,1340.28,73.12
Niger seed,2002,Kharif,odisha,98060.0,15560,9283340.2,24515.0,0.247272727,67,26,32,6.3,26.51,1340.28,73.12
Niger seed,2002,Rabi,odisha,19930.0,5810,1886773.1,4982.5,0.330909091,67,26,32,6.3,26.51,1340.28,73.12
Onion,2002,Whole Year,odisha,26410.0,238790,2500234.7,6602.5,8.852666667000001,67,26,32,6.3,26.51,1340.28,73.12
Other  Rabi pulses,2002,Rabi,odisha,26900.0,15730,2546623.0,6725.0,0.592962963,67,26,32,6.3,26.51,1340.28,73.12
Other Kharif pulses,2002,Kharif,odisha,20790.0,10461,1968189.3,5197.5,0.45555555600000003,67,26,32,6.3,26.51,1340.28,73.12
Potato,2002,Whole Year,odisha,7076.0,70320,669884.92,1769.0,8.908214286,67,26,32,6.3,26.51,1340.28,73.12
Ragi,2002,Kharif,odisha,77095.0,35504,7298583.65,19273.75,0.387692308,67,26,32,6.3,26.51,1340.28,73.12
Rapeseed &Mustard,2002,Rabi,odisha,12193.0,1604,1154311.31,3048.25,0.11833333300000001,67,26,32,6.3,26.51,1340.28,73.12
Rice,2002,Kharif,odisha,4273000.0,3278000,404524910.0,1068250.0,0.7533333329999999,67,26,32,6.3,26.51,1340.28,73.12
Safflower,2002,Rabi,odisha,1250.0,500,118337.5,312.5,0.51,67,26,32,6.3,26.51,1340.28,73.12
Sesamum,2002,Kharif,odisha,43471.0,7022,4115399.57,10867.75,0.203448276,67,26,32,6.3,26.51,1340.28,73.12
Small millets,2002,Kharif,odisha,30440.0,11440,2881754.8,7610.0,0.394705882,67,26,32,6.3,26.51,1340.28,73.12
Sugarcane,2002,Whole Year,odisha,14177.0,753194,1342136.59,3544.25,52.07642857,67,26,32,6.3,26.51,1340.28,73.12
Sunflower,2002,Kharif,odisha,50.0,30,4733.5,12.5,0.666666667,67,26,32,6.3,26.51,1340.28,73.12
Sunflower,2002,Rabi,odisha,3860.0,2610,365426.2,965.0,0.5996551720000001,67,26,32,6.3,26.51,1340.28,73.12
Sweet potato,2002,Whole Year,odisha,46890.0,384260,4439076.3,11722.5,8.228666667,67,26,32,6.3,26.51,1340.28,73.12
Tobacco,2002,Whole Year,odisha,4090.0,2600,387200.3,1022.5,0.522222222,67,26,32,6.3,26.51,1340.28,73.12
Turmeric,2002,Whole Year,odisha,23640.0,33700,2237998.8,5910.0,2.164827586,67,26,32,6.3,26.51,1340.28,73.12
Urad,2002,Kharif,odisha,117293.0,27067,11104128.31,29323.25,0.202333333,67,26,32,6.3,26.51,1340.28,73.12
Wheat,2002,Rabi,odisha,4627.0,5767,438038.09,1156.75,1.133636364,67,26,32,6.3,26.51,1340.28,73.12
Arhar/Tur,2002,Kharif,punjab,7800.0,6700,738426.0,1950.0,0.927,150,50,40,8.0,25.39,688.83,37.91
Bajra,2002,Kharif,punjab,7000.0,6000,662690.0,1750.0,0.9,150,50,40,8.0,25.39,688.83,37.91
Barley,2002,Rabi,punjab,26000.0,85000,2461420.0,6500.0,3.199,150,50,40,8.0,25.39,688.83,37.91
Cotton(lint),2002,Kharif,punjab,449000.0,1083000,42506830.0,112250.0,1.8359999999999999,150,50,40,8.0,25.39,688.83,37.91
Gram,2002,Rabi,punjab,7000.0,6700,662690.0,1750.0,0.966875,150,50,40,8.0,25.39,688.83,37.91
Groundnut,2002,Kharif,punjab,5300.0,3800,501751.0,1325.0,0.784444444,150,50,40,8.0,25.39,688.83,37.91
Guar seed,2002,Whole Year,punjab,30800.0,22700,2915836.0,7700.0,0.708,150,50,40,8.0,25.39,688.83,37.91
Maize,2002,Kharif,punjab,152000.0,310000,14389840.0,38000.0,2.083333333,150,50,40,8.0,25.39,688.83,37.91
Masoor,2002,Rabi,punjab,4000.0,2700,378680.0,1000.0,0.7511111109999999,150,50,40,8.0,25.39,688.83,37.91
Moong(Green Gram),2002,Kharif,punjab,15700.0,10500,1486319.0,3925.0,0.7038461540000001,150,50,40,8.0,25.39,688.83,37.91
Moth,2002,Kharif,punjab,300.0,200,28401.0,75.0,0.75,150,50,40,8.0,25.39,688.83,37.91
Rapeseed &Mustard,2002,Rabi,punjab,66000.0,60000,6248220.0,16500.0,0.941764706,150,50,40,8.0,25.39,688.83,37.91
Rice,2002,Kharif,punjab,2530000.0,8880000,239515100.0,632500.0,3.4388235289999995,150,50,40,8.0,25.39,688.83,37.91
Sesamum,2002,Kharif,punjab,17300.0,4900,1637791.0,4325.0,0.250714286,150,50,40,8.0,25.39,688.83,37.91
Sugarcane,2002,Whole Year,punjab,153000.0,9110000,14484510.0,38250.0,58.85235294,150,50,40,8.0,25.39,688.83,37.91
Urad,2002,Kharif,punjab,3900.0,1900,369213.0,975.0,0.593333333,150,50,40,8.0,25.39,688.83,37.91
Wheat,2002,Rabi,punjab,3375000.0,14175000,319511250.0,843750.0,4.13,150,50,40,8.0,25.39,688.83,37.91
Arhar/Tur,2002,Kharif,uttarakhand,1793.0,860,169743.31,448.25,0.538888889,80,24,38,6.4,18.57,865.58,47.21
Bajra,2002,Kharif,uttarakhand,4.0,5,378.68,1.0,1.165,80,24,38,6.4,18.57,865.58,47.21
Barley,2002,Rabi,uttarakhand,25664.0,31566,2429610.88,6416.0,1.282307692,80,24,38,6.4,18.57,865.58,47.21
Garlic,2002,Whole Year,uttarakhand,2180.0,16513,206380.6,545.0,4.292692308,80,24,38,6.4,18.57,865.58,47.21
Gram,2002,Rabi,uttarakhand,954.0,577,90315.18,238.5,0.599,80,24,38,6.4,18.57,865.58,47.21
Groundnut,2002,Kharif,uttarakhand,1179.0,920,111615.93,294.75,0.755,80,24,38,6.4,18.57,865.58,47.21
Horse-gram,2002,Kharif,uttarakhand,7589.0,3499,718450.63,1897.25,0.494,80,24,38,6.4,18.57,865.58,47.21
Linseed,2002,Rabi,uttarakhand,37500.0,16195,3550125.0,9375.0,0.33666666700000003,80,24,38,6.4,18.57,865.58,47.21
Maize,2002,Kharif,uttarakhand,28506.0,32127,2698663.02,7126.5,1.0430769229999999,80,24,38,6.4,18.57,865.58,47.21
Maize,2002,Rabi,uttarakhand,82.0,127,7762.94,20.5,1.455,80,24,38,6.4,18.57,865.58,47.21
Masoor,2002,Rabi,uttarakhand,14451.0,6437,1368076.17,3612.75,0.43692307700000005,80,24,38,6.4,18.57,865.58,47.21
Moong(Green Gram),2002,Kharif,uttarakhand,76.0,22,7194.92,19.0,0.37,80,24,38,6.4,18.57,865.58,47.21
Moong(Green Gram),2002,Rabi,uttarakhand,48.0,12,4544.16,12.0,0.25,80,24,38,6.4,18.57,865.58,47.21
Moong(Green Gram),2002,Summer,uttarakhand,34489.0,19967,3265073.63,8622.25,0.58,80,24,38,6.4,18.57,865.58,47.21
Onion,2002,Rabi,uttarakhand,8497.0,87690,804410.99,2124.25,10.32,80,24,38,6.4,18.57,865.58,47.21
Onion,2002,Summer,uttarakhand,11216.0,125394,1061818.72,2804.0,11.18,80,24,38,6.4,18.57,865.58,47.21
Onion,2002,Whole Year,uttarakhand,1920.0,8839,181766.4,480.0,6.455384615,80,24,38,6.4,18.57,865.58,47.21
Other  Rabi pulses,2002,Rabi,uttarakhand,64.0,28,6058.88,16.0,0.363333333,80,24,38,6.4,18.57,865.58,47.21
Other Cereals,2002,Kharif,uttarakhand,8854.0,2494,838208.18,2213.5,0.295,80,24,38,6.4,18.57,865.58,47.21
Other Cereals,2002,Rabi,uttarakhand,471.0,474,44589.57,117.75,1.0375,80,24,38,6.4,18.57,865.58,47.21
Other Kharif pulses,2002,Kharif,uttarakhand,10844.0,6391,1026601.48,2711.0,0.5708333329999999,80,24,38,6.4,18.57,865.58,47.21
Peas & beans (Pulses),2002,Rabi,uttarakhand,3550.0,2636,336078.5,887.5,0.627692308,80,24,38,6.4,18.57,865.58,47.21
Potato,2002,Kharif,uttarakhand,7741.0,154194,732840.47,1935.25,20.172,80,24,38,6.4,18.57,865.58,47.21
Potato,2002,Rabi,uttarakhand,6803.0,143706,644040.01,1700.75,19.99538462,80,24,38,6.4,18.57,865.58,47.21
Ragi,2002,Kharif,uttarakhand,127391.0,129586,12060105.97,31847.75,1.1681818179999999,80,24,38,6.4,18.57,865.58,47.21
Rapeseed &Mustard,2002,Rabi,uttarakhand,11423.0,6497,1081415.41,2855.75,0.480769231,80,24,38,6.4,18.57,865.58,47.21
Rice,2002,Kharif,uttarakhand,271219.0,511526,25676302.73,67804.75,1.4615384619999998,80,24,38,6.4,18.57,865.58,47.21
Rice,2002,Rabi,uttarakhand,4090.0,11649,387200.3,1022.5,2.8,80,24,38,6.4,18.57,865.58,47.21
Sannhamp,2002,Whole Year,uttarakhand,4007.0,1262,379342.69,1001.75,0.31,80,24,38,6.4,18.57,865.58,47.21
Sesamum,2002,Kharif,uttarakhand,2152.0,269,203729.84,538.0,0.123333333,80,24,38,6.4,18.57,865.58,47.21
Small millets,2002,Kharif,uttarakhand,73179.0,62634,6927855.93,18294.75,0.9063636359999999,80,24,38,6.4,18.57,865.58,47.21
Small millets,2002,Rabi,uttarakhand,1.0,1,94.67,0.25,1.0,80,24,38,6.4,18.57,865.58,47.21
Soyabean,2002,Kharif,uttarakhand,11488.0,7295,1087568.96,2872.0,0.543636364,80,24,38,6.4,18.57,865.58,47.21
Sugarcane,2002,Whole Year,uttarakhand,122453.0,7362658,11592625.51,30613.25,58.185,80,24,38,6.4,18.57,865.58,47.21
Sunflower,2002,Kharif,uttarakhand,238.0,182,22531.46,59.5,0.634,80,24,38,6.4,18.57,865.58,47.21
Tobacco,2002,Whole Year,uttarakhand,738.0,2858,69866.46,184.5,6.703333333,80,24,38,6.4,18.57,865.58,47.21
Turmeric,2002,Whole Year,uttarakhand,142.0,295,13443.14,35.5,1.926,80,24,38,6.4,18.57,865.58,47.21
Urad,2002,Kharif,uttarakhand,9805.0,3680,928239.35,2451.25,0.400769231,80,24,38,6.4,18.57,865.58,47.21
Urad,2002,Rabi,uttarakhand,801.0,360,75830.67,200.25,0.3,80,24,38,6.4,18.57,865.58,47.21
Wheat,2002,Rabi,uttarakhand,374802.0,721653,35482505.34,93700.5,1.650769231,80,24,38,6.4,18.57,865.58,47.21
other oilseeds,2002,Rabi,uttarakhand,587.0,318,55571.29,146.75,0.498571429,80,24,38,6.4,18.57,865.58,47.21
Arhar/Tur,2002,Rabi,jharkhand,18045.15,30067,1708334.351,4511.2875,1.69,68,22,30,6.1,23.78,1140.09,58.21
Gram,2002,Rabi,jharkhand,9748.47,8312,922887.6549,2437.1175,0.8711111109999999,68,22,30,6.1,23.78,1140.09,58.21
Maize,2002,Autumn,jharkhand,62780.33,74310,5943413.841,15695.0825,1.2035714290000001,68,22,30,6.1,23.78,1140.09,58.21
Masoor,2002,Rabi,jharkhand,3053.66,2381,289089.9922,763.415,0.796666667,68,22,30,6.1,23.78,1140.09,58.21
Potato,2002,Rabi,jharkhand,12269.37,91201,1161541.258,3067.3425,7.417999999999999,68,22,30,6.1,23.78,1140.09,58.21
Potato,2002,Winter,jharkhand,10525.78,74589,996475.5926,2631.445,6.716666667,68,22,30,6.1,23.78,1140.09,58.21
Ragi,2002,Autumn,jharkhand,26659.73,32959,2523876.639,6664.9325,1.048571429,68,22,30,6.1,23.78,1140.09,58.21
Rapeseed &Mustard,2002,Rabi,jharkhand,4704.34,3602,445359.8678,1176.085,0.781111111,68,22,30,6.1,23.78,1140.09,58.21
